123,Geologic map,"Bedrock geology (1:24,000), derived from a series of published geologic maps. Products of the National Cooperative Geologic Mapping Program, showing bedrock geology of selected quadrangles.",5 maps will be scanned and georeferenced.,"Maps provide names of geologic formations, groups, and other geologic units in selected quadrangles, counties, and other subareas of Indiana. Generalized characterization of rock types associated with the rock units.",Maps will be provided as georeferenced raster images for NGDS document repository. Metadata that is compliant with standards of the Federal Geographic Data Committee (FGDC) will be provided as TXT files.  ,22,map
124,Geologic map,"Maps of Indiana showing structure on top of selected stratigraphic units. Indiana Geological Survey, Department of Energy Maps 810, 811, 812, 813, and 814.",5 maps will be scanned and georeferenced.,"Elevations on tops of the New Albany Shale (Devonian and Mississippian), Silurian strata, Maquoketa Group (Ordovician), Trenton Limestone (Ordovician), Knox Dolomite (Ordovician and Cambrian), Mt. Simon Sandstone (Cambrian), and Precambrian basement.",Maps will be provided as georeferenced raster images for NGDS document repository. Metadata that is compliant with standards of the Federal Geographic Data Committee (FGDC) will be provided as TXT files.  ,22,map
125,Geologic map,Catalog of core samples that are contained in the core library of the Indiana Geological Survey.," 1,000 boreholes ","Location, unique identification number, and total depth of borehole.",Maps will be provided as georeferenced raster images for NGDS document repository. Metadata that is compliant with standards of the Federal Geographic Data Committee (FGDC) will be provided as TXT files.  ,22,map
126,Geologic map,Catalog of well samples that are contained in the archives of the Indiana Geological Survey.," 13,000 wells ","Location, unique identification number, and sample interval.",Maps will be provided as georeferenced raster images for NGDS document repository. Metadata that is compliant with standards of the Federal Geographic Data Committee (FGDC) will be provided as TXT files.  ,22,map
127,Geologic map,Index maps for petroleum logs,6,Index to petroleum logs in the archives of the Indiana Geological Survey. Amount = 716 Kilobytes,Maps will be provided as georeferenced raster images for NGDS document repository. Metadata that is compliant with standards of the Federal Geographic Data Committee (FGDC) will be provided as TXT files.  ,22,map
128,Geologic map,bedrock geology map,1,"Bedrock geology (1:500,000), derived from a published geologic map. Amount = 1.2 Megabytes",Maps will be provided as georeferenced raster images for NGDS document repository. Metadata that is compliant with standards of the Federal Geographic Data Committee (FGDC) will be provided as TXT files.  ,22,map
129,Geologic map,depth to bedrock map,1,"Depth to bedrock, derived from drilling logs in the files of the Indiana Geological Survey and water-well logs in the files of the Indiana Department of Natural Resources. Amount = 11.7 Megabytes",Maps will be provided as georeferenced raster images for NGDS document repository. Metadata that is compliant with standards of the Federal Geographic Data Committee (FGDC) will be provided as TXT files.  ,22,map
130,Geologic map,bedrock elevation map,1,"Elevation of bedrock, derived from drilling logs in the files of the Indiana Geological Survey and water-well logs in the files of the Indiana Department of Natural Resources. Amount = 31.3 Megabytes",Maps will be provided as georeferenced raster images for NGDS document repository. Metadata that is compliant with standards of the Federal Geographic Data Committee (FGDC) will be provided as TXT files.  ,22,map
131,Geologic map,seismic depth to bedrock map data,1,Index to seismic shot information that has been used to determine the depth to bedrock and to infer the lithology of the bedrock. Amount = 602 Kilobytes,Maps will be provided as georeferenced raster images for NGDS document repository. Metadata that is compliant with standards of the Federal Geographic Data Committee (FGDC) will be provided as TXT files.  ,22,map
132,Geologic map,Drainage classifications and other soil characteristics map,1,"Drainage classifications and other soil characteristics, derived from the SSURGO database of the U.S. Department of Agriculture. Amount = 87.9 Megabytes",Maps will be provided as georeferenced raster images for NGDS document repository. Metadata that is compliant with standards of the Federal Geographic Data Committee (FGDC) will be provided as TXT files.  ,22,map
133,Borehole geophysical data,Index maps for gamma logs,1,Index to natural gamma-ray logs that were collected by the Indiana Geological Survey between 1978 and 2005. Amount = 206 Kilobytes,Maps will be provided as georeferenced raster images for NGDS document repository. Metadata that is compliant with standards of the Federal Geographic Data Committee (FGDC) will be provided as TXT files.  ,22,map
134,Water source feature,Coal mine extent map data ,1,"Extents of flooded underground coal mines, derived from the Coal Mine Information System of the Indiana Geological Survey. Amount = 5.4 Megabytes",Maps will be provided as georeferenced raster images for NGDS document repository. Metadata that is compliant with standards of the Federal Geographic Data Committee (FGDC) will be provided as TXT files.  ,22,map
135,Water source feature,Database for quarries,1,Database of abandoned industrial mineral quarries in Indiana (1994). Amount = 65 Kilobytes,Maps will be provided as georeferenced raster images for NGDS document repository. Metadata that is compliant with standards of the Federal Geographic Data Committee (FGDC) will be provided as TXT files.  ,22,map
136,Permeability,"Aquifer tansmissivity values in five major Indiana drainage basins, estimated by the Indiana Department of Natural Resources (IDNR)."," 4,800 water-well logs ","Well identification number, aquifer transmissivity values.",Data will be provided in an ESRI shapefile for NGDS document repository. Metadata that is compliant with standards of the Federal Geographic Data Committee (FGDC) will be provided as TXT files.,22,Other
137,Water chemistry,"Chemistry of waters associated with flooded underground coal mines and surrounding unmined coalbeds, derived from published and unpublished reports and student theses.", 280 points ,"Identification number, source, type, associated mine, coalbed (s), number of samples, total dissolved solids, specific conductance, pH, acidity, alkalinity, sulfate, sodium, fluoride, chloride, calcium, magnesium, iron, managanese, aluminum.",Maps will be provided as georeferenced raster images for NGDS document repository. Metadata that is compliant with standards of the Federal Geographic Data Committee (FGDC) will be provided as TXT files.  ,22,map
138,Water chemistry,"One published report will be scanned.. Assessment of the 3,000 ppm and 10,000 ppm total dissolved solids boundaries in the Mississippian and Pennsylvanian aquifers of southwestern Indiana. Indiana Geological Survey, Open-File Study 94-02",1,"Boundaries of  3,000 ppm and 10,000 ppm total dissolved solids  in Mississippian and Pennsylvanian aquifers.",Report will be provided in a PDF file format for NGDS document repository.,22,map
139,Bottom hole temperature,Bottom hole temperature,"60,450 records","location, type of hole, depth of measurement","The data delivery plan for the BHT, Digital Well Log, and Drill Stem Test Data, will be the same for each dataset:  Data will be provided as web-based mapping services in ArcGIS Server's native format for direct integration into ESRI software, as well as the Open Geospatial Consortium's (OGC) Web Map Service (WMS) and Web Feature Service (WFS) formats. A RESTful web service will be created to return the metadata in XML format.  Additionally, data will be made available for download in ESRI Shapefile and File Geodatabase format from the KGS web site.",34,temp
140,Bottom hole temperature,Bottom hole temperature,"95,102 records","location, type of hole, depth of measurement","Data will be provided as web-based mapping services in ArcGIS Server's native format for direct integration into ESRI software, as well as the Open Geospatial Consortium's (OGC) Web Map Service (WMS) and Web Feature Service (WFS) formats. A RESTful web service will be created to return the metadata in XML format.  Additionally, data will be made available for download in ESRI Shapefile and File Geodatabase format from the KGS web site.",34,temp
141,Digital well log,Digital well log,"4,175 records","location, type of E-log, LAS file","Data will be provided as web-based mapping services in ArcGIS Server's native format for direct integration into ESRI software, as well as the Open Geospatial Consortium's (OGC) Web Map Service (WMS) and Web Feature Service (WFS) formats. A RESTful web service will be created to return the metadata in XML format.  Additionally, data will be made available for download in ESRI Shapefile and File Geodatabase format from the KGS web site.",34,lith
142,Digital well log,Digital well log,"90,195 records","location, type of E-log, scanned E-log (TIF format)","Data will be provided as web-based mapping services in ArcGIS Server's native format for direct integration into ESRI software, as well as the Open Geospatial Consortium's (OGC) Web Map Service (WMS) and Web Feature Service (WFS) formats. A RESTful web service will be created to return the metadata in XML format.  Additionally, data will be made available for download in ESRI Shapefile and File Geodatabase format from the KGS web site.",34,lith
143,Drill stem test,Drill stem test,"2,170 digital DST records","location, zones studied","Data will be provided as web-based mapping services in ArcGIS Server's native format for direct integration into ESRI software, as well as the Open Geospatial Consortium's (OGC) Web Map Service (WMS) and Web Feature Service (WFS) formats. A RESTful web service will be created to return the metadata in XML format.  Additionally, data will be made available for download in ESRI Shapefile and File Geodatabase format from the KGS web site.",34,temp
144,Drill stem test,Drill stem test,"4,146 scanned DST reports","location, zones studied","Data will be provided as web-based mapping services in ArcGIS Server's native format for direct integration into ESRI software, as well as the Open Geospatial Consortium's (OGC) Web Map Service (WMS) and Web Feature Service (WFS) formats. A RESTful web service will be created to return the metadata in XML format.  Additionally, data will be made available for download in ESRI Shapefile and File Geodatabase format from the KGS web site.",34,temp
145,Geologic map,"surficial geology (polygon), contacts (lines), and marker beds, if available (lines).  ",23 county maps ,map in seamless geodatabase format ,"Database items include - surficial geology (map unit and map unit abbreviation), contacts (map unit, map unit abbreviation), marker beds (left/right map unit name) ",34,map
146,Geothermal map,"Update of the Geothermal Gradient Map of Kansas (Stavnes and Steeples, Kansas Geological Survey, 1982).",1,"","Data will be provided as web-based mapping services in ArcGIS Server's native format for direct integration into ESRI software, and OGC WMS and WFS formats.  Additionally, the geodatabase files will be made available for download via the KGS web site.  FGDC-compliant metadata will also be developed for the database.",34,meta
147,Temperature Log image (Document),"14,000 images","14,000","Lat, Long, Operator, Farm, Well Number, API # (if known), total depth",Catalog of images to be provided in appropriate format for NGDS repository. TIFF images will be on existing KGS server.,33,lith
148,Temperature Depth Log (Coverage),digital observations from borehole temperature logs,450,"Lat, Long, Operator, Farm, Well Number, API # (if known), total depth, temperature measurements",Catalog of LAS formatted files for NGDS repository with LAS files hosted on KGS server.,33,lith
149,Digital Well Log (Coverage),Various curves from borehole geophysical logs,450,"Lat, Long, Operator, Farm, Well Number, API # (if known), total depth, distinct curve measurements",Catalog of LAS formatted files for NGDS repository with LAS files hosted on KGS server.,33,lith
150,Bottom Hole temperature (Observation),reported temperatures from boreholes,3000,"Lat, Long, Operator, Farm, Well Number, API # (if known), total depth, reported bottom hole temperatures, Time Since Circulation, borehole properties",Data in appropriate format in NGDS repository,33,lith
151,Bottom Hole Temperature/Drillstem Test Data,"Petroleum Wells data from Geopresured sections, (will be collected)",2500 records (approx),"Sec-TWP-RNG, WellID, Depth, Temp & Pressure Data from varoius depths (up to six zones per well record), bit size,",Data will be provided in an excel spreadsheet document for NGDS repository; arrangement with NGDS core to incorporate data into database for NGDS borehole temperature WFS service. Pressure data for geopressured zones wll  included as a separate item after consultation with NGDS.,48,temp
152,Gravity map  (Bouguer),Scanned and georeferenced,1,C. I  2.5 milligal,Scanned and georeferenced in a compatible WMS format,48,map
153,Gravity map  (Aero magnetic),Scanned and georeferenced,1,C. I. 25 Gamma,Scanned and georeferenced in a compatible WMS format,48,map
154,Document,Scanned (pdf),Various,"",PDF documents,48,meta
155,Temperature depth log,Temperature depth log,17 logs,"temperature profiles,lat and lon of well, elevation of well, depth, water level, type of borehole, hole diameter, measurement procedure, measurement equipment",Data will be provided as pdf files for NGDS repository; arrangement with local hub (Illinois) to host WFS; NGDS-compliant metadata ,15,lith
156,Hot Spring Description,point features as records in a shape file,4,"Lat and Lon of spring, estimated flow rate, temperature, pH, Conductivity, Alkalinity, Ca, Na,Mg, K, F, Cl, Br, NO3, PO4, SO4, Cr, Fe, Mn, Sr, stable isotopes, SiO2, tritium, helium, Rn, U",Data will be provided as an ESRI shape file for NGDS document repository; arrangement with local hub (Illinois) to host WFS; NGDS-compliant metadata,15,temp
157,Chemical analysis (whole-rock chemistry),point features as records in a shape file,200,"Lat and Lon of sample location, elevation of sample, sample type, rock type, density, Si02, TiO2, Al2O3, Fe2O3, MnO, MgO, CaO, Na2O, K2O, P2O5, Loss on Ignition ",Data will be provided as an ESRI shape file for NGDS document repository; arrangement with local hub (Illinois) to host WFS; NGDS-compliant metadata,15,rchem
158,Temperature,bottom hole temperature,600 observations,"Lat and Lon of observation point, elevation of borehole, borehole identifier, temperature, units, measurement type and procedure",Data will be provided as an ESRI shape file for NGDS document repository; arrangement with local hub (Illinois) to host WFS; NGDS-compliant metadata,15,temp
159,Thermal conductivity measurement,thermal conductivity dataset,10 measurements,"location of sample, type of sample, procedure, uncertainty, conductivity value ",Data will be provided as an Excel spreadsheet document for NGDS document repository; arrangement with local hub (Illinois) to host WFS; NGDS-compliant metadata,15,temp
160,Trace constituent chemistry data,point features as records in a shape file,200,"Lat and Lon of sample location, elevation of sample, sample type, rock type, density, Nb, Zr, Sr, Y, Rb, U, Th, Pb, Zn, Ni, Cr, Ga, V, Ce, Ba, La ",Data will be provided as an ESRI shape file for NGDS document repository; arrangement with local hub (Illinois) to host WFS; NGDS-compliant metadata,15,wchem
161,"Borehole lithology logs, geothermal test wells",Lithologic descriptions of cuttings or core by depth interval,19,"Latitude, longitude, elevation, well identification information, completion date, depth intervals, lithology for interval","For wells currently unavailable through other sources (e.g., SMU), interval lithology descriptions will be entered in web-accessible database on VA DMME server.  Metadata will be developed for all records and entered into NGDS.",31,lith
162,"Borehole lithology logs, water wells",Lithologic descriptions of cuttings or core by depth interval,100,"Latitude, longitude, elevation, well identification information, completion date, depth intervals, lithology for interval","For wells currently unavailable through other sources (e.g., SMU), interval lithology descriptions will be entered in web-accessible database on VA DMME server. Representative wells from around the state will be selected.  Metadata will be developed for all records and entered into NGDS.",31,lith
163,"Borehole lithology logs, oil and gas wells",Lithologic descriptions of cuttings or core by depth interval,50,"Latitude, longitude, elevation, well identification information, completion date, depth intervals, lithology for interval",Ditto,31,lith
164,"Digital well log, geothermal test wells ",Paper geophysical logs to be scanned,19,"Latitude, longitude, elevation, well identification information","For wells paper geophysical logs will be scanned.  For wells with digital logs available in-state but off-line, files will be acquired.  Files will be placed on publicly-accessible directory on VA DMME server. ",31,lith
165,"Digital well log, water wells ",Paper geophysical logs to be scanned,100,"Latitude, longitude, elevation, well identification information","For wells paper geophysical logs will be scanned.  For wells with digital logs available in-state but off-line, files will be acquired.   Representative wells from around the state will be selected.  Files will be placed on publicly-accessible directory on VA DMME server. ",31,lith
166,"Digital well log, oil and gas wells ",Paper geophysical logs to be scanned,7,"Latitude, longitude, elevation, well identification information","For wells paper geophysical logs will be scanned.  For wells with digital logs available in-state but off-line, files will be acquired, verified, and quality-checked.   Representative wells from around the state will be selected.  Files will be placed on publicly-accessible directory on VA DMME server.  ",31,lith
167,Temperature depth log ,Temperature logs from geothermal test wells,19,"Latitude, longitude, well identification information, depth/elevation, temperature ","For wells currently unavailable through other sources (e.g., SMU), temperature/depth measurements will be entered in web-accessible database on VA DMME server.  ",31,lith
168,Document,"Various published and unpublished reports emanating from geothermal research at Virginia Tech, 1969-1989",30,"Title, authors, year, reference information, page numbers, total number of pages, file size","Bibliography of published and unpublished documents will be  placed on VA DMME server.  Documents will be checked for copyright status and for whether they are currently available from other sources online.  Such sources will be documented and linked to bibliography.  Each non-copyrighted report that is presently unavailable online will be scanned and processed with optical character recognition software, converted to portable document file format (.pdf), then made available for free download on VA DMME server.  ",31,meta
169,Geologic map,"Paper 1:24,000 geologic quadrangle maps                24 scanned 1:24,000 geologic quadrangle maps",61   /    24,"Title, authors, year, scale, reference information, total number of pages (if report accompanies map), file size","USGS national geologic map database will be checked .  Team will seek permission from state geological survey to place their geological maps online for free download.  Where permission is granted, existing scanned 1:24,000 geologic maps and their accompanying reports will be converted to .pdf and made available for free download on VA DMME server.  Paper maps will be scanned, converted to pdf, and placed online for free download.  ",31,map
170,"Geologic Unit feature,  geothermal characterization",Descriptions of geologic units mapped in the state,200,"Rock unit name, major lithologies, thermal conductivity","Geologic rock units used on geologic maps in the state will be described and characterized, including thermal conductivity data, where available.  Records will be stored in web-accessible database on VA DMME* server.  ",31,meta
171,"Bottom hole temperature, geothermal test wells",Bottom-hole temperatures from geothermal test wells,19,"Latitude, longitude, well identification information, depth/elevation, bottom-hole temperature, time lapsed since circulation stopped ","Wells with available bottom-hole temperature data currently unavailable through other sources (e.g., SMU) will be identified and a representative set of data from around the state will be selected for entry into a web-accessible database on a VA DMME server.  Metadata will be developed for all records and entered into NGDS.",31,temp
172,"Bottom hole temperature, other wells",Bottom-hole temperatures from water wells and oil and gas wells,100,"Latitude, longitude, well identification information, depth/elevation, bottom-hole temperature, time lapsed since circulation stopped ",Wells with available bottom-hole temperature data will be identified and a representative set of data from around the state will be selected for entry into a web-accessible database on a VA DMME server.  ,31,temp
173,Heat flow measurement ,Direct heat flow measurements from geothermal test wells.  Virginia Tech data.,"","Latitude, longitude, well identification information, depth/elevation, measured heat flow",For wells  heat flow measurements will be entered in web-accessible database on VA DMME server.  ,31,temp
174,Thermal conductivity measurement ,Thermal conductivity of rocks tested by Virginia Tech,5,"Latitude, longitude, sample identification information, depth/elevation of sample, measured thermal conductivity, measurement procedure",For wells  thermal conductivity measurements will be gleaned from published and unpublished reports.  Data will be stored in web-accessible database on VA DMME server. ,31,temp
175,Temperature,Ground water temperatures measured during water sampling,1000,"temperature, well ID, casing elevation, lat, long of well, source, date measured, procedure",Data will be provided in an excel spreadsheet document for NGDS repository; arrangement with NGDS core to incorporate data into database for NGDS borehole temperature WFS service.,4,temp
176,Bottom Hole Temperature,Ground water temperatures measured at the bottom of a borehole,0,"temperature, borehole ID, borehole type, borehole elevation, lat, long of borehole, source, date measured, procedure",Data will be provided in an excel spreadsheet document for NGDS repository; arrangement with NGDS core to incorporate data into database for NGDS borehole temperature WFS service.,4,temp
177,Thermal conductivity measurement,measurement of thermal conductivity of rock samples,80,"Thermal conductivity, lat long of location, elevation, rock description, date of measurement, measurement procedure",Data will be provided in an excel spreadsheet document for NGDS repository; arrangement with NGDS core to incorporate data into database for NGDS borehole temperature WFS service.,4,temp
178,Heat flow measurement,Heat flow based on temperature gradient in a well,80,"heat flow measurement, units, well lat long, well type, temperature gradient (depth and temp), procedure",Data will be provided in an excel spreadsheet document for NGDS repository; arrangement with NGDS core to incorporate data into database for NGDS borehole temperature WFS service.,4,temp
179,State geologic map,"state map WMS, WFS",1,standard NGDS unit description content (TBD),"WMS, WFS through ME hub.  Available through Maine Geographical Information System (MeGIS) as shape files and as Google KML.",4,map
180,Metadata,metadata document ,"approximately 20,000",content model template,create metadata records in table form or xml file for import into NGDS catalog server. Work out details with project management.,50,meta
181,Bottom hole temperature,Well records with temp; Temperature- depth measurement ,"15,000",Excel spreadsheet file,Data in an excel spreadsheet; NGDS core to incorporate data into database forborehole temperature WFS service.,50,temp
182,Drill stem test,"Borehole TEMP- depth interval, pressure, fluid flow rate, and temperature. ",200 tests,Excel spreadsheet file,Data in an excel spreadsheet document; NGDS core to incorporate data into database for NGDS borehole temperature WFS service.,50,temp
183,Temperature depth log,Continuous wire line log recording of borehole temperature.,400 well logs,Scanned Tiff image and LAS file of digitized log,"Paper exist for all and raster copies exist for some, but there are no digitized, LAS versions.",50,lith
184,Formation water chemistry data,Chemical analysis of produced water sample,300 wells,Excel spreadsheet file,Data in an excel spreadsheet document;NGDS core to incorporate data into database for NGDS borehole temperature WFS service.,50,wchem
185,Literature Survey,metadata records,50,Text File,Data in an excel spreadsheet document ; NGDS core to incorporate data into database for NGDS borehole temperature WFS service.,50,meta
186,Borehole lithology log dataset,lithology log data,400000,"Location, elevation, lithology, associated water well data",Service hosted by Minnesota Geological Survey,11,lith
187,Document,Report on faults,1,"",Submission,11,meta
188,Heat flow measurement,Measurement,30 new/60 existing,Heat flow,"Service hosted by Minnesota Geological Survey, in coordination with University of North Dakota",11,temp
189,Metadata,table file or ESRI metadata,3 metadata sets ,Metadata content recommended for documents for NGDS metadata,"Metadata will be created in ESRI or table format, appropriate to the data being generated.  Metadata will conform to requirements for the NGDS repository.",36,meta
190,Borehole lithology log dataset,ground source heat pump systems / table file,3829,"location, elevation, total depth, lithology, ID number ","This information is in an existing database.  However, extensive quality control is needed prior to providing the information as a deliverable.  Following the completion of data verification, the database will be provided for incorporation in the NGDS and an ESRI shape file developed depicting the information.  Metadata will be developed for the dataset.",36,lith
191,Geologic map,GIS coverages of state geologic map by region/ ESRI GIS layer,3,polygons depicting surficial outcrop of geologic rock units,Data will be provided in an ESRI shape file with appropriate attribute table information and metadata required for the NGDS document repository.  Quality control will be done on the dataset.,36,map
192,Bottom hole temperature,oil and gas well geophysical logs,"<2,500","location, elevation, total depth, formation at TD, maximum borehole temperature",Data will be obtained from geophysical well logs and provided in an excel spreadsheet document for NGDS repository.  Metadata will be developed for the dataset.  The dataset will have quality control performed during and after development.,36,temp
193,Bottom Hole Temperatures,BHT from well log headers,2000,"BHT for each log run, depth, boreholeID, total depth, collar elevation, lat / long of collar, source, date measured, hole diameter, procedure",Data in an excel spreadsheet; NGDS core to incorporate data into database for NGDS borehole temperature WFS service.  ,44,temp
194,Statistics on Water Coproduced with Oil and Gas Production,fields / reservoirs,15 / 25,"location, reservoir, annual production volumes for oil, gas, and water, production depths, produced water temperatures, number of producing wells","Data in an excel spreadsheet for NGDS repository, in a format compatible for incorporation into NGDS database.  ",44,other
195,Oil and Gas Field Location / Outline as ESRI Shapefiles,Oil and Gas Field Locations / Outlines as ESRI Shapefiles.  ,951,field name and georeferenced location,Data will be provided in shapefile or geodatabase format.  ,44,map
196,Scan existing publication (OF1 report),publication,1,"publication date, author, title, series, access instructions, distribution contact",Scan of the published report will be provided in a format compatible for incorporation into NGDS database.  ,44,meta
197,Scan existing publication (OF1 maps),maps,18,"publication date, author, title, series, access instructions, distribution contact, scale",Scans of the published maps will be georeferenced and provided in a format compatible for incorporation into NGDS database.  ,44,map
198,Active Fault  ,fault features as records in shape file.,230,"age of last movement, fault type, estimated total dispalcement, slip vector, source","Data will be digitized from geologic maps and imagery, and  provided in an ESRI shape file for NGDS document repository; arrangement with Illinois GS to host WFS.",3,tect
199,Temperature ,bottom hole temperature dataset,"13,512 records","temperature, depth, boreholeID, collar elevation, lat, long of collar, source, date measured, settling interval, hole diameter, procedure",Data will be provided in an excel spreadsheet document for NGDS repository; arrangement with NGDS core to incorporate data into database for NGDS borehole temperature WFS service.,3,temp
200,Bottom hole temperature," temperature measurements from intermediate and bottom-hole depths, ",5000,"temperature, depth, API number, KB elevation, lat, long, source, date measured, hole diameter, time since last circulation",Data collected and entered into MS Access database or Excel spreadsheet.   Data will be provided to NGDS via links to MBMG data repository or data sheets.,3,temp
201,Production statistics record,production summary records.   Detailed data for >25 wells that have potential for use of co-produced fluids.,50,"monthly and/or annual (actual, average, and/or cumulative) water and oil production for individual wells or fields; Associated data including depth, formation, API number, lat, long, temperature ","production statistics provided in Excel,  MS Access database, or as production charts.",3,other
202,Hot spring description,Data for 25 thermal springs will be digitized,25,"temperature, location, flow rate, and water chemistry data","Data will be provided to NGDS via links to MBMG data repository, MS Access database or Excel spreadsheet.",3,temp
203,Hot spring description,thermal spring description records,10,"temperature, location, flow rate, and water chemistry data","Data will be provided to NGDS via links to MBMG data repository, MS Access database or Excel spreadsheet.",3,temp
204,Geothermal system feature,developed geothermal system description records,5,"Usage records, temperature, location, flow rate, and water chemistry data","Data will be provided to NGDS via links to MBMG data repository, MS Access database or Excel spreadsheet.",3,other
205,Water source feature,Data for 75 thermal water wells will be documented and published,75,"temperature, location, flow rate, and water chemistry data","Data will be provided to NGDS via links to MBMG data repository, MS Access database or Excel spreadsheet.",3,wchem
206,Borehole lithology log dataset,75 links to MBMG's scanned well logs,75,location and lithologic descriptions,"Data will be provided to NGDS via links to MBMG data repository, MS Access database or Excel spreadsheet.",3,lith
207,Water source feature,thermal well description records,10,"temperature, location, flow rate, and water chemistry data","Data will be provided to NGDS via links to MBMG data repository, MS Access database or Excel spreadsheet.",3,other
208,Heat flow measurement,25 records of heat flow from previous studies will be documented and published,25,heat flow data and location ,Data will be provided to NGDS via links to MBMG document repository ,3,temp
209,Geologic map,"25 links to MBMG's scanned geologic maps, fault maps, seismicity maps, and other pertinent information ",25,Metadata content recommented for documents for NGDS metadata,Data will be provided to NGDS via links to MBMG document repository with associated meta data,3,map
210,Borehole lithology log dataset,possible number of wells for which borehole lithology is not found in the SMU or VPI geothermal databases,50,"lithology, depth, metadata",Data will be digitized commercially and converted to LAS format.,39,lith
211,Digital well log,estimated number of paper geophysical well logs to be converted to digital LAS format,250,Collection of measurements of some physical property as function of depth.,Data will be digitized commercially and converted to LAS format.,39,lith
212,Temperature depth log,possible number of wells for which temperature verses depth is logged and the measurements are not in the SMU or VPI geothermal databases,50,Measurements of temperature as function of depth.,Data will be digitized commercially and converted to LAS format.,39,lith
213,Document,Documents which report on geothermal resources evaluation,5,Historical text on the location of geothermal resources in the State of North Carolina.,Reports and articles containing historical information on geothermal resources in North Carolina from the N.C. Geological Survey resource files.  The documents will be scanned into searchable PDF format.,39,meta
214,Geologic map,detailed geologic map of the bedrock geology at the only hot spring site in North Carolina.,1,"lithology, metamorphic grade, structural features, metamorphic features.",Geologic map is in PDF and shape file with metadata.,39,map
215,Hot spring description,"Historical description of the Hot Springs, NC hot spring from N.C. Geological Survey records",1,Printed text will be scanned and converted to searchable PDF.,Digital file submitted to NGDB.,39,temp
216,Bottom hole temperature,possible number of wells for which bottom hole temperature is not found in the SMU or VPI geothermal databases,50,"X, Y, Z location, temperature measurement and units used in making that measurement.",Data table with metadata,39,temp
217,Temperature,possible number of documented abnormal temperature values documented in North Carolina but not associated with wells.  These values would be new data that are not found in the SMU or VPI geothermal databases,20,"X, Y, Z location, temperature measurement and units used in making that measurement.",Data table with metadata,39,temp
218,Water chemistry,"water chemistry of the Hot Springs. Trace constituent chemistry dataset. (Water Chemistry, trace-element data) ",1,Analysis of the water chemistry as published in an article not widely circulated and not in digital form.,Article containing the water chemistry analysis results will be scanned into searchable PDF format.,39,map
219,Temperature depth log,Logs to be reviewed and digitized,250+ / 34 digital data,"Temperature, depth, borehole ID, collar elevation, lat, long of collar, source, date measured, settling interval, hole diameter, procedure",Submit to the NGDS repository on an Excel spreadsheet.,5,lith
220,Drill stem test,drill stem test dataset,30 (approx.),"Temperature, depth, borehole ID, collar elevation, lat, long of collar, source, date measured, settling interval, hole diameter, procedure",Submit to the NGDS repository on an Excel spreadsheet.,5,temp
221,Geothermal map,Geothermal maps online,15 digital data,Metadata,Submit to the NGDS repository in an ESRI shape file or other appropriate format.  ND Geological Survey to host online access. ,5,meta
222,Temperature depth log,T-D logs in template,69,"temperature, depth, boreholeID, collar elevation, lat, long of collar, source, date measured, settling interval, hole diameter, procedure",Data will be provided in an excel spreadsheet document for NGDS repository; arrangement with NGDS core to incorporate data into database for NGDS borehole temperature WFS service.,16,lith
223,Temperature depth plots,T-D logs plotted,69,"",Data will be plotted as temperature vs. depth and provided in an ESRI shape file for NDGS document repository,16,temp
224,Lithologic sections of heat flow sites,Scanned and shape files,27,"Lithologic sections showing lithology as symbols, with stratigraphic position by System, Series, Group, Formation, Thickness and total depth.",Data will be scanned from imagery and provided in an ESRI shape file for NDGS document repository.,16,lith
225,Lithologic descriptions of heat flow sites,Text of lithology,27,Lithology vs. depth in the well with thickness of each recognized unit.,Data will be provided as a text file.,16,lith
226,Geothermal map,"Geothermal Resources of Nebraska, 1982",1,"",Data will be digitized and provided as an ESRI shape file for NGDS document repository.,16,meta
227,Heat Flow from borehole temperature logs,Heat flow in mW m-2,49,"Site Name, Latitude, Longitude, Elevation, minD,maxD, No. Temps, Gradient, No. Cond., Conductivity,Heat Flow, Year of Pub, Reference",Data will be provided in an excel spreadsheet document for NGDS repository; arrangement with NGDS core to incorporate data into database for NGDS borehole temperature WFS service.,16,temp
228,BHT Data,BHT template form,TBD,"temperature, depth, boreholeID, collar elevation, lat, long of collar, source, date measured, settling interval, hole diameter, procedure",Data will be provided in an excel spreadsheet document for NGDS repository; arrangement with NGDS core to incorporate data into database for NGDS borehole temperature WFS service.,16,temp
229,Metadata,one metadata record and digital scan for each document (well completion reports) that contains relevant geothermal temperature and geologic information ,350 items: ,350 items: one metadata record and digital scan for each document (well completion reports) that contains relevant geothermal temperature and geologic information ,"Total well depth, depth to bedrock, water yield, static water level, geologic descriptions, location, recordID, date",13,meta
230,Metadata,Unweathered rock samples ,35,"Geologic description of sample, sample location, repository location, repository contact",Create metadata records in table form for import into NGDS catalog server. Documents will be scanned and placed in web-accessible location with URL in metadata.,13,meta
231,Chemical analysis (whole-rock chemistry),"U, Th, K data from fresh rock samples",35,"U, Th, K content analysis, sample location ",Create metadata records in table form for import into NGDS catalog server. Documents will be scanned and placed in web-accessible location with URL in metadata.,13,rchem
232,Chemical Analysis (whole-rock chemistry),"U, Th, K data sets from published and unpublished sources",236,"U, Th, K content analysis, reference source, location data, lat/long coordinates or reference map corner",Create metadata records in table form for import into NGDS catalog server. Documents will be scanned and placed in web-accessible location with URL in metadata.,13,rchem
